id_passageiro,sobreviveu,classe,nome,sexo,idade,irmaos_conjuge,pais_criancas,passagem,tarifa,cabine,embarque
790,nao,1,"Guggenheim, Mr. Benjamin",masculino,46,0,0,PC 17593,79.2,B82 B84,Cherbourg
791,nao,3,"Keane, Mr. Andrew ""Andy""",masculino,NA,0,0,12460,7.75,NA,Queenstow
792,nao,2,"Gaskell, Mr. Alfred",masculino,16,0,0,239865,26,NA,Southampton
793,nao,3,"Sage, Miss. Stella Anna",feminino,NA,8,2,CA. 2343,69.55,NA,Southampton
794,nao,1,"Hoyt, Mr. William Fisher",masculino,NA,0,0,PC 17600,30.6958,NA,Cherbourg
795,nao,3,"Dantcheff, Mr. Ristiu",masculino,25,0,0,349203,7.8958,NA,Southampton
796,nao,2,"Otter, Mr. Richard",masculino,39,0,0,28213,13,NA,Southampton
797,sim,1,"Leader, Dr. Alice (Farnham)",feminino,49,0,0,17465,25.9292,D17,Southampton
798,sim,3,"Osman, Mrs. Mara",feminino,31,0,0,349244,8.6833,NA,Southampton
799,nao,3,"Ibrahim Shawah, Mr. Yousseff",masculino,30,0,0,2685,7.2292,NA,Cherbourg
800,nao,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",feminino,30,1,1,345773,24.15,NA,Southampton
801,nao,2,"Ponesell, Mr. Martin",masculino,34,0,0,250647,13,NA,Southampton
802,sim,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",feminino,31,1,1,C.A. 31921,26.25,NA,Southampton
803,sim,1,"Carter, Master. William Thornton II",masculino,11,1,2,113760,120,B96 B98,Southampton
804,sim,3,"Thomas, Master. Assad Alexander",masculino,0.42,0,1,2625,8.5167,NA,Cherbourg
805,sim,3,"Hedman, Mr. Oskar Arvid",masculino,27,0,0,347089,6975,NA,Southampton
806,nao,3,"Johansson, Mr. Karl Johan",masculino,31,0,0,347063,7775,NA,Southampton
807,nao,1,"Andrews, Mr. Thomas Jr",masculino,39,0,0,112050,0,A36,Southampton
808,nao,3,"Pettersson, Miss. Ellen Natalia",feminino,18,0,0,347087,7775,NA,Southampton
809,nao,2,"Meyer, Mr. August",masculino,39,0,0,248723,13,NA,Southampton
810,sim,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",feminino,33,1,0,113806,53.1,E8,Southampton
811,nao,3,"Alexander, Mr. William",masculino,26,0,0,3474,7.8875,NA,Southampton
812,nao,3,"Lester, Mr. James",masculino,39,0,0,A/4 48871,24.15,NA,Southampton
813,nao,2,"Slemen, Mr. Richard James",masculino,35,0,0,28206,10.5,NA,Southampton
814,nao,3,"Andersson, Miss. Ebba Iris Alfrida",feminino,6,4,2,347082,31275,NA,Southampton
815,nao,3,"Tomlin, Mr. Ernest Portage",masculino,30.5,0,0,364499,8.05,NA,Southampton
816,nao,1,"Fry, Mr. Richard",masculino,NA,0,0,112058,0,B102,Southampton
817,nao,3,"Heininen, Miss. Wendla Maria",feminino,23,0,0,STON/O2. 3101290,7925,NA,Southampton
818,nao,2,"Mallet, Mr. Albert",masculino,31,1,1,S.C./PARIS 2079,37.0042,NA,Cherbourg
819,nao,3,"Holm, Mr. John Fredrik Alexander",masculino,43,0,0,C 7075,6.45,NA,Southampton
820,nao,3,"Skoog, Master. Karl Thorsten",masculino,10,3,2,347088,27.9,NA,Southampton
821,sim,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",feminino,52,1,1,12749,93.5,B69,Southampton
822,sim,3,"Lulic, Mr. Nikola",masculino,27,0,0,315098,8.6625,NA,Southampton
823,nao,1,"Reuchlin, Jonkheer. John George",masculino,38,0,0,19972,0,NA,Southampton
824,sim,3,"Moor, Mrs. (Beila)",feminino,27,0,1,392096,12475,E121,Southampton
825,nao,3,"Panula, Master. Urho Abraham",masculino,2,4,1,3101295,39.6875,NA,Southampton
826,nao,3,"Flynn, Mr. John",masculino,NA,0,0,368323,6.95,NA,Queenstow
827,nao,3,"Lam, Mr. Len",masculino,NA,0,0,1601,56.4958,NA,Southampton
828,sim,2,"Mallet, Master. Andre",masculino,1,0,2,S.C./PARIS 2079,37.0042,NA,Cherbourg
829,sim,3,"McCormack, Mr. Thomas Joseph",masculino,NA,0,0,367228,7.75,NA,Queenstow
830,sim,1,"Stone, Mrs. George Nelson (Martha Evelyn)",feminino,62,0,0,113572,80,B28,NA
831,sim,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",feminino,15,1,0,2659,14.4542,NA,Cherbourg
832,sim,2,"Richards, Master. George Sibley",masculino,0.83,1,1,29106,18.75,NA,Southampton
833,nao,3,"Saad, Mr. Amin",masculino,NA,0,0,2671,7.2292,NA,Cherbourg
834,nao,3,"Augustsson, Mr. Albert",masculino,23,0,0,347468,7.8542,NA,Southampton
835,nao,3,"Allum, Mr. Owen George",masculino,18,0,0,2223,8.3,NA,Southampton
836,sim,1,"Compton, Miss. Sara Rebecca",feminino,39,1,1,PC 17756,83.1583,E49,Cherbourg
837,nao,3,"Pasic, Mr. Jakob",masculino,21,0,0,315097,8.6625,NA,Southampton
838,nao,3,"Sirota, Mr. Maurice",masculino,NA,0,0,392092,8.05,NA,Southampton
839,sim,3,"Chip, Mr. Chang",masculino,32,0,0,1601,56.4958,NA,Southampton
840,sim,1,"Marechal, Mr. Pierre",masculino,NA,0,0,11774,29.7,C47,Cherbourg
841,nao,3,"Alhomaki, Mr. Ilmari Rudolf",masculino,20,0,0,SOTON/O2 3101287,7925,NA,Southampton
842,nao,2,"Mudd, Mr. Thomas Charles",masculino,16,0,0,S.O./P.P. 3,10.5,NA,Southampton
843,sim,1,"Serepeca, Miss. Augusta",feminino,30,0,0,113798,31,NA,Cherbourg
844,nao,3,"Lemberopolous, Mr. Peter L",masculino,34.5,0,0,2683,6.4375,NA,Cherbourg
845,nao,3,"Culumovic, Mr. Jeso",masculino,17,0,0,315090,8.6625,NA,Southampton
846,nao,3,"Abbing, Mr. Anthony",masculino,42,0,0,C.A. 5547,7.55,NA,Southampton
847,nao,3,"Sage, Mr. Douglas Bullen",masculino,NA,8,2,CA. 2343,69.55,NA,Southampton
848,nao,3,"Markoff, Mr. Marin",masculino,35,0,0,349213,7.8958,NA,Cherbourg
849,nao,2,"Harper, Rev. John",masculino,28,0,1,248727,33,NA,Southampton
850,sim,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",feminino,NA,1,0,17453,89.1042,C92,Cherbourg
851,nao,3,"Andersson, Master. Sigvard Harald Elias",masculino,4,4,2,347082,31275,NA,Southampton
852,nao,3,"Svensson, Mr. Johan",masculino,74,0,0,347060,7775,NA,Southampton
853,nao,3,"Boulos, Miss. Nourelain",feminino,9,1,1,2678,15.2458,NA,Cherbourg
854,sim,1,"Lines, Miss. Mary Conover",feminino,16,0,1,PC 17592,39.4,D28,Southampton
855,nao,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",feminino,44,1,0,244252,26,NA,Southampton
856,sim,3,"Aks, Mrs. Sam (Leah Rosen)",feminino,18,0,1,392091,9.35,NA,Southampton
857,sim,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",feminino,45,1,1,36928,164.8667,NA,Southampton
858,sim,1,"Daly, Mr. Peter Denis",masculino,51,0,0,113055,26.55,E17,Southampton
859,sim,3,"Baclini, Mrs. Solomon (Latifa Qurban)",feminino,24,0,3,2666,19.2583,NA,Cherbourg
860,nao,3,"Razi, Mr. Raihed",masculino,NA,0,0,2629,7.2292,NA,Cherbourg
861,nao,3,"Hansen, Mr. Claus Peter",masculino,41,2,0,350026,14.1083,NA,Southampton
862,nao,2,"Giles, Mr. Frederick Edward",masculino,21,1,0,28134,11.5,NA,Southampton
863,sim,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",feminino,48,0,0,17466,25.9292,D17,Southampton
864,nao,3,"Sage, Miss. Dorothy Edith ""Dolly""",feminino,NA,8,2,CA. 2343,69.55,NA,Southampton
865,nao,2,"Gill, Mr. John William",masculino,24,0,0,233866,13,NA,Southampton
866,sim,2,"Bystrom, Mrs. (Karolina)",feminino,42,0,0,236852,13,NA,Southampton
867,sim,2,"Duran y More, Miss. Asuncion",feminino,27,1,0,SC/PARIS 2149,13.8583,NA,Cherbourg
868,nao,1,"Roebling, Mr. Washington Augustus II",masculino,31,0,0,PC 17590,50.4958,A24,Southampton
869,nao,3,"van Melkebeke, Mr. Philemon",masculino,NA,0,0,345777,9.5,NA,Southampton
870,sim,3,"Johnson, Master. Harold Theodor",masculino,4,1,1,347742,11.1333,NA,Southampton
871,nao,3,"Balkic, Mr. Cerin",masculino,26,0,0,349248,7.8958,NA,Southampton
872,sim,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",feminino,47,1,1,11751,52.5542,D35,Southampton
873,nao,1,"Carlsson, Mr. Frans Olof",masculino,33,0,0,695,5,B51 B53 B55,Southampton
874,nao,3,"Vander Cruyssen, Mr. Victor",masculino,47,0,0,345765,9,NA,Southampton
875,sim,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",feminino,28,1,0,P/PP 3381,24,NA,Cherbourg
876,sim,3,"Najib, Miss. Adele Kiamie ""Jane""",feminino,15,0,0,2667,7225,NA,Cherbourg
877,nao,3,"Gustafsson, Mr. Alfred Ossian",masculino,20,0,0,7534,9.8458,NA,Southampton
878,nao,3,"Petroff, Mr. Nedelio",masculino,19,0,0,349212,7.8958,NA,Southampton
879,nao,3,"Laleff, Mr. Kristo",masculino,NA,0,0,349217,7.8958,NA,Southampton
880,sim,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",feminino,56,0,1,11767,83.1583,C50,Cherbourg
881,sim,2,"Shelley, Mrs. William (Imanita Parrish Hall)",feminino,25,0,1,230433,26,NA,Southampton
882,nao,3,"Markun, Mr. Johann",masculino,33,0,0,349257,7.8958,NA,Southampton
883,nao,3,"Dahlberg, Miss. Gerda Ulrika",feminino,22,0,0,7552,10.5167,NA,Southampton
884,nao,2,"Banfield, Mr. Frederick James",masculino,28,0,0,C.A./SOTON 34068,10.5,NA,Southampton
885,nao,3,"Sutehall, Mr. Henry Jr",masculino,25,0,0,SOTON/OQ 392076,7.05,NA,Southampton
886,nao,3,"Rice, Mrs. William (Margaret Norton)",feminino,39,0,5,382652,29125,NA,Queenstow
887,nao,2,"Montvila, Rev. Juozas",masculino,27,0,0,211536,13,NA,Southampton
888,sim,1,"Graham, Miss. Margaret Edith",feminino,19,0,0,112053,30,B42,Southampton
889,nao,3,"Johnston, Miss. Catherine Helen ""Carrie""",feminino,NA,1,2,W./C. 6607,23.45,NA,Southampton
890,sim,1,"Behr, Mr. Karl Howell",masculino,26,0,0,111369,30,C148,Cherbourg
891,nao,3,"Dooley, Mr. Patrick",masculino,32,0,0,370376,7.75,NA,Queenstow
